,T10Y3MM_mom_change,T10Y3MM_yoy_change,T10Y3MM_roll12_mean,T10Y3MM_roll12_std,ICSA_mom_change,ICSA_yoy_change,ICSA_roll12_mean,ICSA_roll12_std,UNRATE_mom_change,UNRATE_yoy_change,UNRATE_roll12_mean,UNRATE_roll12_std,PERMIT_mom_change,PERMIT_yoy_change,PERMIT_roll12_mean,PERMIT_roll12_std,UMCSENT_mom_change,UMCSENT_yoy_change,UMCSENT_roll12_mean,UMCSENT_roll12_std,VIXCLS_mom_change,VIXCLS_yoy_change,VIXCLS_roll12_mean,VIXCLS_roll12_std,USALOLITONOSTSAM_mom_change,USALOLITONOSTSAM_yoy_change,USALOLITONOSTSAM_roll12_mean,USALOLITONOSTSAM_roll12_std,PCE_mom_change,PCE_yoy_change,PCE_roll12_mean,PCE_roll12_std,CPIAUCSL_mom_change,CPIAUCSL_yoy_change,CPIAUCSL_roll12_mean,CPIAUCSL_roll12_std,INDPRO_mom_change,INDPRO_yoy_change,INDPRO_roll12_mean,INDPRO_roll12_std,CPILFESL_mom_change,CPILFESL_yoy_change,CPILFESL_roll12_mean,CPILFESL_roll12_std,SP500_mom_change,SP500_yoy_change,SP500_roll12_mean,SP500_roll12_std
1960-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-02-29,0.0,,,,0.0,,,,-7.692307692307699,,,,-0.366300366300365,,,,0.0,,,,0.0,,,,-0.2729133500113723,,,,0.5253399258343672,,,,0.13619339462036528,,,,-0.8896870784331545,,,,0.3278688524590123,,,,0.9170982124360405,,,
1960-03-31,0.0,,,,0.0,,,,12.500000000000021,,,,-12.224264705882348,,,,0.0,,,,0.0,,,,-0.3031374325932479,,,,1.5063018751921176,,,,0.0,,,,-0.8980910867277925,,,,0.0,,,,-1.3898766823634334,,,
1960-04-30,0.0,,,,0.0,,,,-3.703703703703709,,,,6.387434554973814,,,,0.0,,,,0.0,,,,-0.2873678606282293,,,,1.9079345850999463,,,,0.44202652159128775,,,,-0.7924771546657605,,,,0.0,,,,-1.7528030683566342,,,
1960-05-31,0.0,,,,0.0,,,,-1.9230769230769384,,,,3.543307086614167,,,,-6.700000000000006,,,,0.0,,,,-0.2519423856349401,,,,-1.9316493313521588,,,,0.10155721056195333,,,,-0.11423669503473066,,,,0.0,,,,2.6853097808573256,,,
1960-06-30,0.0,,,,0.0,,,,5.882352941176494,,,,-8.935361216730042,,,,0.0,,,,0.0,,,,-0.22083315632734912,,,,0.03030303030304715,,,,0.1352722353736846,,,,-1.2571904747732843,,,,0.32679738562091387,,,,1.9523487410747942,,,
1960-07-31,0.0,,,,0.0,,,,1.8518518518518379,,,,4.279749478079342,,,,0.0,,,,0.0,,,,-0.20835803481363824,,,,0.3938200545289261,,,,-0.20263424518742745,,,,-0.3474703982777161,,,,-0.32573289902279035,,,,-2.477160739230988,,,
1960-08-31,0.0,,,,0.0,,,,1.8181818181818077,,,,-0.5005005005005003,,,,4.180064308681675,,,,0.0,,,,-0.1980210802229987,,,,0.06035003017503815,,,,0.20304568527917954,,,,-0.11579524980233069,,,,0.0,,,,2.612143409806178,,,
1960-09-30,0.0,,,,0.0,,,,-1.7857142857142794,,,,-1.0060362173038184,,,,0.0,,,,0.0,,,,-0.19635232776902267,,,,0.5428226779252032,,,,0.0,,,,-1.0468259976208594,,,,0.0,,,,-6.039323528793261,,,
1960-10-31,0.0,,,,0.0,,,,10.909090909090914,,,,-1.2195121951219523,,,,0.0,,,,0.0,,,,-0.1688110390734021,,,,0.5998800239952029,,,,0.47281323877068626,,,,-0.11715590916044905,,,,0.6535947712418277,,,,-0.24290184417660177,,,
1960-11-30,0.0,,,,0.0,,,,0.0,,,,0.7201646090535085,,,,-7.304526748971208,,,,0.0,,,,-0.11094580026835832,,,,0.0,,,,0.10084033613446675,,,,-1.4118965192768118,,,,0.0,,,,4.026974246970605,,,
1960-12-31,0.0,,1.67,0.0,0.0,,204000.0,0.0,8.196721311475418,,5.541666666666667,0.5017393987344663,-2.860061287027582,,1003.3333333333334,49.30670862216936,0.0,,95.97500000000001,3.81149576937979,0.0,,25.36,0.0,-0.02045099833162256,,99.36237166666666,0.7673438308137088,-1.222420989862838,,331.18333333333334,3.868716802373848,0.1007387508394908,,29.584999999999997,0.14419053051746916,-1.9093407203199853,,23.229474999999997,0.5961159590137729,-0.32467532467532756,,30.641666666666666,0.09003366373785379,4.627295017032895,,55.60166645050049,1.3822960376476912
1961-01-31,0.0,0.0,1.67,0.0,0.0,0.0,204000.0,0.0,0.0,26.923076923076916,5.658333333333332,0.5728054299725692,1.8927444794952786,-11.263736263736268,993.0833333333334,41.33996158975498,0.0,-9.90000000000001,95.14999999999999,3.930648801406717,0.0,0.0,25.36,0.0,0.08762008532270382,-2.131137446830056,99.18354916666668,0.6738353882535776,0.2716571083609898,2.65760197775029,331.90000000000003,3.0451153135353373,0.10063737001007045,1.6002723867892366,29.624166666666667,0.1443139464899894,0.12174149167269999,-8.453682476888824,23.059233333333335,0.5961172571251611,0.32573289902280145,0.9836065573770592,30.666666666666668,0.08876253645986296,6.315605111681144,11.095123361312819,56.11583296457926,2.2566564194338623
1961-02-28,0.0,0.0,1.67,0.0,0.0,0.0,204000.0,0.0,4.545454545454564,43.75000000000002,5.833333333333333,0.6065301211636458,-0.8255933952528327,-11.672794117647056,982.5,29.34899719519608,1.6648168701442811,-8.400000000000007,94.45,3.7313170962446147,0.0,0.0,25.36,0.0,0.2138810495829091,-1.6534135326365607,99.04519083333334,0.5581901473912488,0.4515352197471456,2.582231786043643,332.59999999999997,2.252271580588682,0.0,1.4620877252635056,29.66,0.13960984596692916,-0.12159346197831988,-7.744208961704835,22.904666666666667,0.5842750524964235,0.0,0.6535947712418277,30.683333333333334,0.09374368665611403,2.686953512806456,13.04347796533072,56.72583293914795,3.092449247212599
1961-03-31,0.0,0.0,1.67,0.0,0.0,0.0,204000.0,0.0,0.0,27.777777777777768,5.958333333333333,0.6612087187091295,4.058272632674287,4.712041884816753,986.25,28.374524425329643,0.0,-8.400000000000007,93.75,3.3654663326742282,0.0,0.0,25.36,0.0,0.32681492402502066,-1.0319931356948753,98.95909499999999,0.4473389246217953,1.1986814504045595,2.271350696547536,333.22499999999997,2.5470571253900265,0.0,1.4620877252635056,29.695833333333336,0.12391040262539992,0.6082548877624827,-6.341923768837665,22.779225,0.5502348674140736,0.32467532467532756,0.9803921568627416,30.708333333333332,0.10836246694508865,2.553592318652309,17.564144161917426,57.53583272298177,3.8713427011407178
1961-04-30,0.0,0.0,1.67,0.0,0.0,0.0,204000.0,0.0,1.4492753623188248,34.615384615384606,6.108333333333334,0.6775065693520249,0.20000000000000018,-1.3779527559055094,985.0833333333334,27.307868773847748,0.0,-8.400000000000007,93.05,2.767834729695612,0.0,0.0,25.36,0.0,0.3916674530765496,-0.35802866252853116,98.92931166666666,0.39309914120373857,-0.029612081729335493,0.326894502228825,333.31666666666666,2.691344149924618,-0.10053619302949901,0.9140148950575577,29.718333333333334,0.1173830817400396,2.0557434863970103,-3.6530262107390965,22.707541666666668,0.49421307414061477,0.0,0.9803921568627416,30.733333333333334,0.1154700538379316,0.384260696866523,20.121388342153026,58.44749927520752,4.320161422441593
1961-05-31,0.0,0.0,1.67,0.0,0.0,0.0,204000.0,0.0,1.4285714285714235,39.2156862745098,6.2749999999999995,0.6524429616309891,2.4950099800399306,-2.376425855513309,983.0,22.217928878191024,0.9825327510917026,-0.8574490889603381,92.98333333333333,2.7708985524336467,0.0,0.0,25.36,0.0,0.3979912535824637,0.29121374478260353,98.95347583333334,0.44211479565331596,0.6812796208530703,3.0000000000000027,334.14166666666665,3.07259390960365,0.10063737001007045,0.9130875887723988,29.74083333333333,0.11212479519254807,1.5400618845702763,-2.0573367289238975,22.667216666666665,0.43842522910429427,0.0,0.9803921568627416,30.758333333333336,0.11645001528813939,1.9139489308333646,19.219049571248004,59.34166558583578,4.811621128349056
1961-06-30,0.0,0.0,1.67,0.0,0.0,0.0,204000.0,0.0,-2.8169014084506894,27.777777777777768,6.400000000000001,0.612001188352974,4.186952288218104,11.69102296450939,992.3333333333334,32.091724601192496,0.0,-0.8574490889603381,92.91666666666667,2.772210582757307,0.0,0.0,25.36,0.0,0.36872559653797765,0.8837979962763143,99.02664916666667,0.5687751071374417,0.29420417769931984,3.271735837624945,335.04166666666663,3.3502939717239495,0.0,0.7767646065518496,29.759999999999994,0.10728043115634968,1.4003681066814933,0.5786867599569367,22.678416666666667,0.4553593722311961,0.3236245954692629,0.9771986970684043,30.78333333333333,0.13371158468431285,-2.884612739438741,13.562897872535483,59.98499902089437,4.9718298243490056
